play_no,round,investment,age,propose_rule,agree_rule,reject_rule,argue,praises,complains,propose_punish,propose_reward,sample_vill,site_ID,playerid,edu,sex,role_yn,cont_lab,cont_money,reci_wat,crop_choice,dist_field,total_help,fes_village,treat,payment_form,position_game,disclosure,communication,L1_propose_rule,L1_agree_rule,L1_reject_rule,L1_praises,L1_argue,L1_propose_punish,L1_propose_reward,L1_propose_reward_others,L1_reject_rule_others,L1_agree_rule_others,L1_propose_rule_others,L1_propose_punish_others,L1_argue_others,L1_investment,aver_inv_other,L1_aver_inv_other,other_group_inv,wheat_choice_others,L1_wheat_choice_others,L1_crop_choice,L1_wheat_choice_other_group,damforfarming,otherinvestedmore,L1_otherinvestedmore
10,8,2500,50,0,0,0,1,0,0,0,0,1,6,1410,2,0,1,1,0,0,1,10,1,0,1,0,5,1,1,0,0,0,2,0,0,0,0,0,5,1,0,1,2000,2583.333,1916.667,12000,0,0,1,2,1,0,1
6,8,2900,51,0,6,0,0,0,0,0,0,1,6,1406,1,1,1,1,0,1,1,4,2,0,1,0,2,1,1,0,5,0,0,0,0,0,0,0,5,1,0,1,1500,2583.333,1916.667,12000,0,0,1,2,1,0,1
12,8,1900,43,0,5,0,0,0,0,0,0,1,6,1412,2,1,0,1,0,0,1,5,1,0,1,0,3,1,1,5,0,0,0,0,0,0,0,2,5,5,2,0,2900,1733.333,2400,18300,1,2,1,0,1,1,0
6,9,2700,51,2,0,0,0,0,0,0,0,1,6,1406,1,1,1,1,0,1,1,4,2,0,1,0,2,1,1,0,6,0,0,0,0,0,0,0,6,2,2,1,2900,2616.667,2583.333,18300,0,0,1,1,1,0,0
8,9,2800,36,0,0,0,0,0,0,2,0,1,6,1408,2,1,0,1,0,0,1,0,1,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,6,2,0,1,2800,2650,2633.333,18300,0,0,1,1,1,0,0
4,9,2600,23,0,0,0,0,0,0,0,0,1,6,1404,3,1,0,0,0,0,1,1,0,0,1,0,4,1,1,0,0,0,2,0,0,0,0,0,6,2,2,1,2500,2616.667,2583.333,18300,0,0,1,1,1,0,0
11,9,2500,42,0,0,0,1,0,0,0,0,1,6,1411,2,1,0,1,0,1,1,1,2,0,1,0,4,1,1,0,0,0,0,1,0,0,1,1,5,5,0,1,1000,2616.667,1733.333,18500,0,1,1,0,1,1,1
3,9,2600,45,5,0,0,0,0,0,0,0,1,6,1403,2,1,0,1,0,0,1,3,1,0,1,0,5,1,1,5,0,0,0,0,0,0,1,1,5,5,0,1,1400,2616.667,1733.333,18500,0,1,1,0,1,1,1
2,9,2600,68,0,0,0,0,1,0,0,0,1,6,1402,2,1,1,0,0,1,1,0,1,0,1,0,6,1,1,0,0,0,1,0,0,0,1,1,5,5,0,1,1200,2616.667,1733.333,18500,0,1,1,0,1,1,1
10,9,2600,50,0,0,0,1,0,0,0,0,1,6,1410,2,0,1,1,0,0,1,10,1,0,1,0,5,1,1,0,0,0,0,1,0,0,0,0,6,2,2,1,2500,2616.667,2583.333,18300,0,0,1,1,1,0,0
14,9,2700,25,0,0,0,0,0,0,0,2,1,6,1414,3,1,0,1,0,1,1,1,3,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,5,5,0,1,2200,2616.667,1733.333,18500,0,1,0,0,1,1,1
12,9,2600,43,0,5,0,0,0,0,0,0,1,6,1412,2,1,0,1,0,0,1,5,1,0,1,0,3,1,1,0,5,0,0,0,0,0,1,1,5,5,0,1,1900,2616.667,1733.333,18500,0,1,1,0,1,1,1
13,9,2700,35,0,0,0,0,1,0,0,0,1,6,1413,2,1,0,0,0,0,1,2,3,0,1,0,2,1,1,0,0,0,0,0,0,1,1,1,5,5,0,1,2700,2616.667,1733.333,18500,0,1,1,0,1,1,1
9,9,2600,43,0,5,0,0,0,0,0,0,1,6,1409,3,1,0,1,0,0,1,6,1,0,1,0,6,1,1,0,0,0,0,0,2,0,0,0,6,2,2,1,2500,2616.667,2583.333,18300,0,0,1,1,1,0,0
5,9,2600,36,0,0,1,0,0,0,0,0,1,6,1405,3,1,1,1,0,1,1,2,1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,6,2,2,1,2500,2616.667,2583.333,18300,0,0,1,1,1,0,0
7,9,2600,28,0,0,0,0,0,0,0,0,1,6,1407,3,1,0,0,0,0,1,1,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,6,2,2,1,2600,2616.667,2583.333,18300,0,0,1,1,1,0,0
1,9,2600,40,0,0,0,0,0,0,0,2,1,6,1401,2,1,1,1,0,0,1,4,0,0,1,0,7,1,1,0,0,0,0,0,0,0,1,1,5,5,0,1,1600,2616.667,1800,18500,0,1,1,0,1,1,1
1,10,2700,40,0,0,0,0,0,0,0,0,1,6,1401,2,1,1,1,0,0,1,4,0,0,1,0,7,1,1,0,0,0,0,0,0,2,4,0,5,5,0,1,2600,2733.333,2616.667,17800,0,0,1,0,1,0,1
9,10,2600,43,0,0,0,0,0,0,0,0,1,6,1409,3,1,0,1,0,0,1,6,1,0,1,0,6,1,1,0,5,0,0,0,0,0,0,1,5,2,0,1,2600,2550,2616.667,19200,0,0,1,0,1,1,0
3,10,2700,45,0,0,0,0,0,0,0,0,1,6,1403,2,1,0,1,0,0,1,3,1,0,1,0,5,1,1,5,0,0,0,0,0,0,2,0,5,5,0,1,2600,2750,2616.667,17800,0,0,1,0,1,0,1
8,10,2500,36,0,0,0,0,0,0,0,0,1,6,1408,2,1,0,1,0,0,1,0,1,0,1,0,7,1,1,0,0,0,0,0,2,0,0,1,0,2,2,1,2800,2533.333,2650,19200,0,0,1,0,1,1,0
12,10,2800,43,0,0,0,0,0,0,0,0,1,6,1412,2,1,0,1,0,0,1,5,1,0,1,0,3,1,1,0,5,0,0,0,0,0,2,0,5,5,0,1,2600,2750,2616.667,17800,0,0,1,0,1,0,1
2,10,2800,68,0,0,0,0,0,0,0,0,1,6,1402,2,1,1,0,0,1,1,0,1,0,1,0,6,1,1,0,0,0,1,0,0,0,2,0,5,5,0,1,2600,2750,2616.667,17800,0,0,1,0,1,0,1
6,10,2000,51,0,0,0,0,0,0,0,0,1,6,1406,1,1,1,1,0,1,1,4,2,0,1,0,2,1,1,2,0,0,0,0,0,0,0,1,5,2,0,1,2700,2550,2616.667,19200,0,0,1,0,1,1,0
10,10,2800,50,0,0,0,0,0,0,0,0,1,6,1410,2,0,1,1,0,0,1,10,1,0,1,0,5,1,1,0,0,0,0,1,0,0,0,1,5,2,0,1,2600,2550,2616.667,19200,0,0,1,0,1,1,0
7,10,2400,28,0,0,0,0,0,0,0,0,1,6,1407,3,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5,2,0,1,2600,2550,2616.667,19200,0,0,1,0,1,1,0
11,10,2700,42,0,0,0,0,0,0,0,0,1,6,1411,2,1,0,1,0,1,1,1,2,0,1,0,4,1,1,0,0,0,0,1,0,0,2,0,5,5,0,1,2500,2750,2616.667,17800,0,0,1,0,1,0,1
4,10,2900,23,0,0,0,0,0,0,0,0,1,6,1404,3,1,0,0,0,0,1,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,5,2,0,1,2600,2550,2616.667,19200,0,0,1,0,1,1,0
5,10,2600,36,0,0,0,0,0,0,0,0,1,6,1405,3,1,1,1,0,1,1,2,1,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,5,2,0,1,2600,2550,2616.667,19200,0,0,1,0,1,1,0
14,10,2800,25,0,0,0,0,0,0,0,0,1,6,1414,3,1,0,1,0,1,1,1,3,0,1,0,1,1,1,0,0,0,0,0,0,2,2,0,5,5,0,1,2700,2750,2616.667,17800,0,0,1,0,1,0,1
13,10,2700,35,0,0,0,0,0,0,0,0,1,6,1413,2,1,0,0,0,0,1,2,3,0,1,0,2,1,1,0,0,0,1,0,0,0,2,0,5,5,0,1,2700,2750,2616.667,17800,0,0,1,0,1,0,1
5,1,2500,28,0,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,1,25,1,1,0,0,3,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
6,1,2200,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,0,0,2,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
4,1,2500,38,0,0,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,0,0,4,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
11,1,2500,49,0,0,0,0,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,0,0,4,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
3,1,1500,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,0,0,5,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
12,1,2200,30,0,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,0,0,3,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
8,1,2200,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,0,0,7,0,0,,,,,,,,,,,,,,,2183.333,,14900,0,,,,0,1,
14,1,2600,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,1,5,1,1,0,0,1,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
9,1,300,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,1,15,0,1,0,0,6,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
13,1,2500,23,0,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,0,0,2,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
2,1,2500,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,0,0,6,0,0,,,,,,,,,,,,,,,2300,,13400,0,,,,0,0,
10,1,1700,26,0,0,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,0,0,5,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
1,1,1100,22,0,0,0,0,0,0,0,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,0,0,7,0,0,,,,,,,,,,,,,,,2066.667,,13400,0,,,,0,0,
7,1,2000,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,1,10,1,1,0,0,1,0,0,,,,,,,,,,,,,,,1866.667,,14900,0,,,,0,1,
5,2,2600,28,0,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,0,25,1,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2500,2133.333,1866.667,15500,2,0,1,0,0,1,1
2,2,3000,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2500,2333.333,2300,14700,0,0,1,0,0,0,0
11,2,2000,49,0,0,0,0,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2500,2333.333,2300,14700,0,0,1,0,0,0,0
13,2,2500,23,0,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2500,2333.333,2300,14700,0,0,1,0,0,0,0
7,2,1500,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2000,2133.333,1866.667,15500,2,0,1,0,0,1,1
9,2,2800,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,0,15,0,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,300,2133.333,1866.667,15500,2,0,1,0,0,1,1
1,2,1500,22,0,0,0,0,0,0,0,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,1100,2083.333,2066.667,14700,0,0,1,0,0,0,0
4,2,2700,38,0,0,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2500,2133.333,1866.667,15500,2,0,1,0,0,1,1
3,2,1500,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,1500,2333.333,2300,14700,0,0,1,0,0,0,0
10,2,1000,26,0,0,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,1700,2133.333,1866.667,15500,2,0,1,0,0,1,1
14,2,2800,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2600,2333.333,2300,14700,0,0,1,0,0,0,0
8,2,1900,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,2200,1983.333,2183.333,15500,1,0,1,0,0,1,1
12,2,2200,30,0,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2200,2333.333,2300,14700,0,0,1,0,0,0,0
6,2,2200,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2200,2133.333,1866.667,15500,2,0,1,0,0,1,1
14,3,3000,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,1,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2800,2266.667,2333.333,18100,1,0,1,2,0,1,0
6,3,2700,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2200,2550,2133.333,14600,1,2,1,0,0,0,1
7,3,2500,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,1500,2550,2133.333,14600,1,2,1,0,0,0,1
4,3,2700,38,0,0,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2700,2550,2133.333,14600,1,2,1,0,0,0,1
11,3,2000,49,0,0,0,0,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2000,2266.667,2333.333,18100,1,0,1,2,0,1,0
9,3,2600,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,1,15,0,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2800,2550,2133.333,14600,1,2,0,0,0,0,1
13,3,2500,23,0,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2500,2266.667,2333.333,18100,1,0,1,2,0,1,0
10,3,2800,26,0,0,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,1000,2550,2133.333,14600,1,2,1,0,0,0,1
12,3,1100,30,0,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2200,2266.667,2333.333,18100,1,0,1,2,0,1,0
3,3,2000,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,0,15,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,1500,2266.667,2333.333,18100,1,0,1,2,0,1,0
5,3,2000,28,0,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,0,25,1,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2600,2550,2133.333,14600,1,2,0,0,0,0,1
2,3,3000,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,3000,2266.667,2333.333,18100,1,0,1,2,0,1,0
8,3,2800,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,1900,2583.333,1983.333,14600,1,1,1,0,0,0,1
1,3,1000,22,0,0,0,0,0,0,0,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,1500,1933.333,2083.333,18100,1,0,1,2,0,1,0
4,4,1200,38,0,0,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2700,2083.333,2550,15000,0,1,1,1,0,0,0
12,4,2100,30,0,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,1100,2250,2266.667,15300,1,1,1,1,0,1,1
8,4,2800,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,2800,2066.667,2583.333,15000,0,1,1,1,0,0,0
1,4,1500,22,0,0,0,0,0,0,0,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,1000,2166.667,1933.333,15300,1,1,1,1,0,1,1
5,4,2500,28,0,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,1,25,1,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2000,2083.333,2550,15000,0,1,0,1,0,0,0
2,4,2000,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,3000,2250,2266.667,15300,1,1,1,1,0,1,1
13,4,2900,23,0,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2500,2250,2266.667,15300,1,1,1,1,0,1,1
7,4,1600,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2500,2083.333,2550,15000,0,1,1,1,0,0,0
10,4,2100,26,0,0,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,2800,2083.333,2550,15000,0,1,1,1,0,0,0
14,4,3000,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,3000,2250,2266.667,15300,1,1,1,1,0,1,1
6,4,2200,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2700,2083.333,2550,15000,0,1,1,1,0,0,0
3,4,1500,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,2000,2250,2266.667,15300,1,1,0,1,0,1,1
11,4,2000,49,0,0,0,0,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2000,2250,2266.667,15300,1,1,1,1,0,1,1
9,4,2900,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,1,15,0,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2600,2083.333,2550,15000,0,1,1,1,0,0,0
11,5,2000,49,0,0,0,0,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,2000,2066.667,2250,15500,1,1,1,0,0,1,1
12,5,700,30,0,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2100,2066.667,2250,15500,1,1,1,0,0,1,1
3,5,2500,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,1500,2066.667,2250,15500,1,1,1,0,0,1,1
4,5,600,38,0,0,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,1200,2116.667,2083.333,14900,2,0,1,1,0,0,0
14,5,3000,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,3000,2066.667,2250,15500,1,1,0,0,0,1,1
7,5,2700,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,1600,2116.667,2083.333,14900,2,0,1,1,0,0,0
1,5,2500,22,0,0,0,0,0,0,0,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,1500,2233.333,2166.667,15500,1,1,1,0,0,1,1
2,5,1500,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2000,2066.667,2250,15500,1,1,1,0,0,1,1
13,5,2700,23,0,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2900,2066.667,2250,15500,1,1,1,0,0,1,1
8,5,2800,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,2800,2233.333,2066.667,14900,2,0,1,1,0,0,0
10,5,2300,26,0,0,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,,,,,,,2100,2116.667,2083.333,14900,2,0,1,1,0,0,0
9,5,2100,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,1,15,0,1,0,0,6,0,0,0,0,0,0,0,0,0,,,,,,,2900,2116.667,2083.333,14900,2,0,1,1,0,0,0
5,5,2800,28,0,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,0,25,1,1,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,2500,2116.667,2083.333,14900,2,0,1,1,0,0,0
6,5,2200,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,2200,2116.667,2083.333,14900,2,0,1,1,0,0,0
6,6,2700,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,1,0,2,1,0,0,0,0,0,0,0,0,,,,,,,2200,2316.667,2116.667,15800,1,2,1,1,0,0,0
14,6,2800,53,0,0,0,0,0,0,0,0,1,7,1514,3,0,1,0,0,0,1,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,3000,2183.333,2066.667,16600,1,1,0,2,0,1,1
2,6,2700,35,0,0,0,0,2,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,1,0,6,1,0,0,0,0,0,0,0,0,,,,,,,1500,2183.333,2066.667,16600,1,1,1,2,0,1,1
13,6,2600,23,0,4,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,0,6,1,1,1,0,2,1,0,0,0,0,0,0,0,0,,,,,,,2700,2183.333,2066.667,16600,1,1,1,2,0,1,1
5,6,2000,28,3,0,0,0,0,0,0,0,1,7,1505,3,1,0,0,0,0,1,25,1,1,1,0,3,1,0,0,0,0,0,0,0,0,,,,,,,2800,2316.667,2116.667,15800,1,2,0,1,0,0,0
4,6,2700,38,0,3,0,0,0,0,0,0,1,7,1504,2,1,0,0,0,0,1,10,0,1,1,0,4,1,0,0,0,0,0,0,0,0,,,,,,,600,2316.667,2116.667,15800,1,2,1,1,0,0,0
10,6,2800,26,0,0,0,1,0,0,0,0,1,7,1510,2,0,1,1,0,1,0,3,1,1,1,0,5,1,0,0,0,0,0,0,0,0,,,,,,,2300,2316.667,2116.667,15800,1,2,1,1,0,0,0
9,6,2200,38,0,0,0,0,0,0,0,0,1,7,1509,2,0,1,0,0,0,1,15,0,1,1,0,6,1,0,0,0,0,0,0,0,0,,,,,,,2100,2316.667,2116.667,15800,1,2,1,1,0,0,0
11,6,2000,49,0,0,0,1,0,0,0,0,1,7,1511,2,0,1,0,0,0,1,7,0,1,1,0,4,1,0,0,0,0,0,0,0,0,,,,,,,2000,2183.333,2066.667,16600,1,1,1,2,0,1,1
8,6,2700,29,0,0,0,0,1,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,1,0,7,1,0,0,0,0,0,0,0,0,,,,,,,2800,2400,2233.333,15800,1,2,1,1,0,0,0
7,6,1500,34,0,0,0,0,0,0,0,0,1,7,1507,2,0,1,1,0,0,1,10,1,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,2700,2316.667,2116.667,15800,1,2,0,1,0,0,0
12,6,2800,30,3,0,0,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,1,0,3,1,0,0,0,0,0,0,0,0,,,,,,,700,2183.333,2066.667,16600,1,1,1,2,0,1,1
3,6,200,36,0,0,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,1,0,5,1,0,0,0,0,0,0,0,0,,,,,,,2500,2183.333,2066.667,16600,1,1,1,2,0,1,1
1,6,2700,22,0,0,0,0,0,0,1,0,1,7,1501,3,1,0,0,0,0,1,20,2,1,1,0,7,1,0,0,0,0,0,0,0,0,,,,,,,2500,2183.333,2233.333,16600,1,1,1,2,0,1,1
10,7,200,26,0,5,0,0,0,0,0,0,1,7,1510,2,0,1,1,0,1,1,3,1,1,1,0,5,1,1,0,0,0,0,1,0,0,0,0,3,3,0,1,2800,2033.333,2316.667,19700,0,1,0,1,0,1,0
12,7,2800,30,0,0,1,0,0,0,0,0,1,7,1512,2,1,1,0,0,0,1,20,3,1,1,0,3,1,1,3,0,0,0,0,0,0,0,0,4,3,0,1,2800,2816.667,2183.333,15000,0,1,1,1,0,0,1
13,7,2800,23,1,0,0,0,0,0,0,0,1,7,1513,4,0,0,0,0,0,1,6,1,1,1,0,2,1,1,0,4,0,0,0,0,0,0,0,4,3,0,1,2600,2816.667,2183.333,15000,0,1,0,1,0,0,1
2,7,2800,35,0,0,0,0,0,0,0,0,1,7,1502,2,0,1,0,0,0,1,12,2,1,1,0,6,1,1,0,0,0,2,0,0,0,0,0,4,3,0,1,2700,2816.667,2183.333,15000,0,1,1,1,0,0,1
6,7,2800,18,0,0,0,0,0,0,0,0,1,7,1506,3,1,0,0,0,0,1,6,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,3,0,1,2700,2033.333,2316.667,19700,0,1,1,1,0,1,0
8,7,2800,29,0,0,0,0,0,0,0,0,1,7,1508,2,1,0,0,0,0,1,15,1,1,1,0,7,1,1,0,0,0,1,0,0,0,0,0,3,3,0,1,2700,2366.667,2400,19700,0,1,1,1,0,1,0
3,7,2900,36,0,3,0,0,0,0,0,0,1,7,1503,2,1,0,0,0,0,1,15,1,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,4,3,0,1,200,2816.667,2183.333,15000,0,1,1,1,0,0,1
